Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Gray's Inn Road, WC1X 8PQ","£800,000",Apartment,2.0,2.0,667 sq ft
"Kew Bridge Road, Brentford, London, TW8","£800,000",Apartment,2.0,2.0,"1,153 sq ft"
"Apollo Place, Leytonstone, London, E11","£800,000",House,5.0,2.0,"1,880 sq ft"
"Maple Building, 39 -51 Highgate Road, Kentish Town, London, NW5","£800,000",Apartment,2.0,2.0,816 sq ft
"Huntley Street, Bloomsbury","£800,000",Flat,2.0,1.0,Ask agent
"Coleherne Road, Chelsea, London, SW10","£800,000",Flat,1.0,1.0,523 sq ft
"Chase Ridings, Enfield","£800,000",Detached,4.0,1.0,Ask agent
"Treadgold Street, London, W11","£800,000",Apartment,2.0,1.0,Ask agent
"Ravenstone Street, Balham","£800,000",Maisonette,4.0,3.0,Ask agent
"Pembroke Road, Muswell Hill","£800,000",Terraced,3.0,1.0,Ask agent
"Brompton Park Crescent, London","£800,000",Flat,2.0,2.0,Ask agent
"Richmond Hill, Cardigan Road,  Surrey, TW10","£800,000",Maisonette,2.0,1.0,807 sq ft
"West Heath Avenue, Golders Green, NW11","£800,000",Flat,3.0,2.0,"1,121 sq ft"
"Caroline Walk, 
Fulham, W6","£800,000",Flat,2.0,2.0,799 sq ft
Greenwich Park Street Greenwich SE10,"£800,000",Apartment,2.0,2.0,Ask agent
"Lockington Road, Battersea Exchange, SW8","£800,000",Apartment,2.0,2.0,930 sq ft
"Baltimore Wharf, E14, Canary Wharf, London, E14","£800,000",Flat,2.0,2.0,"1,223 sq ft"
"St Quintin Avenue, London, W10","£800,000",Flat,2.0,1.0,804 sq ft
"Fitzrovia Apartments, 50 Bolsover Street, London, W1W","£800,000",Apartment,1.0,1.0,568 sq ft
"Finborough Road, West Brompton","£800,000",Flat,3.0,1.0,Ask agent
"Canon Beck Road, 
Surrey Quays, SE16","£800,000",Terraced,3.0,2.0,"1,080 sq ft"
"Eltham Green, Eltham, London SE3 5JZ","£800,000",Detached,3.0,2.0,"1,885 sq ft"
"Arcadian Gardens, London","£800,000",Terraced,3.0,2.0,Ask agent
"Inverness Terrace, London, W2","£800,000",Flat,2.0,1.0,560 sq ft
"Plough Road, Battersea","£800,000",Flat,2.0,2.0,883 sq ft
"Louisville Road, London, SW17","£800,000",Apartment,3.0,1.0,"1,074 sq ft"
"Avenue Road, Southgate","£800,000",Semi-Detached,3.0,1.0,Ask agent
"Southern Row, Ladbroke Grove, London, W10","£800,000",Flat,2.0,2.0,873 sq ft
"Greenfell Mansions, London, SE8","£800,000",Apartment,3.0,2.0,Ask agent
"Fulham Road, Fulham","£800,000",Flat,2.0,1.0,Ask agent
"Wandsworth Road, SW8, Nine Elms, London, SW8","£800,000",Flat,2.0,2.0,746 sq ft
"Chelsea Manor Street, Chelsea, London, SW3","£800,000",Flat,2.0,1.0,662 sq ft
"Chale Road, Brixton","£800,000",Terraced,4.0,1.0,Ask agent
"Canberra Road, Charlton","£800,000",House,3.0,1.0,Ask agent
"Carriage House, 10 City North Place, Finsbury Park, N4","£800,000",Apartment,3.0,3.0,"1,238 sq ft"
"Marlborough Road, London, TW10","£800,000",Apartment,3.0,2.0,882 sq ft
"The Quadrangle, London, W22RN","£800,000",Apartment,2.0,2.0,"1,022 sq ft"
"Queenstown Road, London, SW11","£800,000",Apartment,2.0,2.0,Ask agent
"Crestbrook Avenue, Palmers Green, London, N13","£800,000",End of Terrace,5.0,2.0,Ask agent
"Central St. Giles Piazza, 
Covent Garden, WC2H","£800,000",Flat,1.0,1.0,416 sq ft
"Chiswick Gate, Renaissance Square, Palladian Gardens, London, W4","£800,000",Flat,2.0,2.0,827 sq ft
"Queensway, London,  W2, W2","£800,000",Flat,2.0,2.0,779 sq ft
"11 Queen's Gate Gardens, London, SW7","£800,000",Flat,1.0,1.0,723 sq ft
"3 Merchant Square, London, W2","£800,000",Flat,1.0,1.0,563 sq ft
"Bennett Park, Blackheath, London, SE3","£800,000",Penthouse,2.0,2.0,Ask agent
"Tavistock Mansions, 
49 St. Lukes Road, W11","£800,000",Flat,2.0,1.0,760 sq ft
"Great Russell Street, London, WC1B","£800,000",Flat,1.0,1.0,667 sq ft
"Fishers Close, Streatham Hill, London, SW16","£800,000",Terraced,3.0,2.0,"1,261 sq ft"
"Shamrock Way, Southgate","£800,000",Semi-Detached,3.0,1.0,Ask agent
"Northcote Road, London, SW11","£800,000",Flat,2.0,1.0,"1,035 sq ft"
"Speechly Mews, Dalston","£800,000",House,3.0,2.0,Ask agent
"Fulham Road, Fulham, London, SW6","£800,000",Flat,2.0,1.0,Ask agent
"The Penthouse PiX Court - 186 Rye Lane, London, Peckham","£800,000",Flat,3.0,2.0,Ask agent
"New Road, Ham, Richmond, TW10","£800,000",House,2.0,1.0,841 sq ft
"Gloucester Place, London","£800,000",Flat,2.0,1.0,Ask agent
"Albert Mansions, Albert Bridge Road, London, SW11","£800,000",Apartment,2.0,,Ask agent
"The Residence, Clapham North, SW9","£800,000",Flat,2.0,2.0,"1,145 sq ft"
"Tufnell Park Road, Tufnell Park","£800,000",Flat,3.0,1.0,Ask agent
"Luton Place, Greenwich, SE10","£800,000",Terraced,2.0,1.0,Ask agent
"Mallord Street, Chelsea, London, SW3","£800,000",Flat,1.0,1.0,527 sq ft
"Thurleigh Mansions, Thurleigh Road, London, SW12","£800,000",Flat,4.0,1.0,"1,251 sq ft"
"Discovery House, Battersea Reach","£800,000",Apartment,2.0,3.0,855 sq ft
"Greencroft Gardens, South Hampstead NW6","£800,000",Flat,2.0,1.0,704 sq ft
"Clifford's Inn, 
Fetter Lane, EC4A","£800,000",Flat,2.0,1.0,614 sq ft
"Briarfield Avenue, London, N3","£800,000",Terraced,5.0,2.0,Ask agent
"Damac Tower, Nine Elms, London SW8","£800,000",Apartment,1.0,1.0,Ask agent
"Kew Bridge Road, Brentford, TW8","£800,000",Apartment,2.0,2.0,903 sq ft
"Reardon Path, London, E1W","£800,000",Flat,2.0,2.0,970 sq ft
"Malvern Road, Queen's Park, London, NW6","£800,000",Flat,2.0,2.0,992 sq ft
"The Quadrangle, London, W2","£800,000",Apartment,2.0,2.0,"1,008 sq ft"
"Admiral Street, Deptford","£800,000",Terraced,3.0,2.0,Ask agent
"Octavia House, Medway Street, Westminster, London, SW1P","£800,000",Flat,2.0,2.0,819 sq ft
"Mildrose Court, 16-19 Malvern Mews, London, NW6","£800,000",Mews,2.0,2.0,974 sq ft
"The Hollows, Brentford, Middlesex, TW8","£800,000",Detached,4.0,2.0,"2,129 sq ft"
"Cromwell Road, Earls Court SW5","£800,000",Flat,2.0,2.0,768 sq ft
"Bishops Road, London, SW6","£800,000",Apartment,2.0,2.0,840 sq ft
"Sun Street, London, EC2A","£800,000",Apartment,1.0,1.0,574 sq ft
"Abercorn Road, London","£800,000",Detached,3.0,1.0,Ask agent
"York Place, Battersea, London, SW11","£800,000",Apartment,2.0,2.0,799 sq ft
"Winslow Close, London, NW10","£800,000",Semi-Detached,6.0,2.0,Ask agent
"Courtland Avenue, London, E4","£800,000",Semi-Detached,4.0,,Ask agent
"9c York Way, London, N7","£800,000",Flat,2.0,2.0,822 sq ft
"The Mall, Ealing","£800,000",Flat,2.0,2.0,Ask agent
"Kensington Gardens Square, Bayswater, W2","£800,000",Flat,1.0,1.0,653 sq ft
"Bowery Apartments, Fountain Park Way, London, W12","£800,000",Apartment,1.0,1.0,Ask agent
"Bombay Wharf, Rotherhithe Street, SE16","£800,000",Apartment,2.0,2.0,960 sq ft
"Sun Street, London, EC2A","£800,000",Apartment,1.0,1.0,543 sq ft
"Ravenscroft Avenue, NW11","£800,000",Flat,3.0,2.0,Ask agent
"Farriers Mews, Nunhead, London, SE15","£800,000",Semi-Detached,3.0,2.0,Ask agent
"Somerset Road, Ealing, W13 9PB","£800,000",Apartment,3.0,2.0,927 sq ft
"Royal Drive, New Southgate","£800,000",Flat,3.0,2.0,Ask agent
"Parsifal Road, West Hampstead, Hampstead, London, NW6","£800,000",Apartment,2.0,1.0,818 sq ft
"Hursley Grove, Edgware","£800,000",Detached,3.0,3.0,Ask agent
"Upcerne Road, Chelsea","£800,000",Apartment,3.0,1.0,845 sq ft
"Gloucester Street, SW1V","£800,000",Flat,2.0,2.0,Ask agent
"Dunbar Wharf, Narrow Street, Limehouse, E14","£800,000",Flat,2.0,2.0,"1,180 sq ft"
"Maine Tower, 9 Harbour Way, Canary Wharf, London, E14","£800,000",Apartment,2.0,2.0,736 sq ft
"Horn Lane, Acton","£800,000",Terraced,5.0,3.0,Ask agent
"Dacre Place, London","£800,000",Detached,4.0,1.0,Ask agent
"Gloucester Place, London, W1U","£800,000",Apartment,1.0,1.0,550 sq ft
"Manor Road, West Ealing, Ealing, W13","£800,000",Terraced,3.0,2.0,Ask agent
"The Brentford Project, 
Catherine Wheel Road, TW8","£800,000",Flat,2.0,2.0,936 sq ft
"Ermine Road, Ladywell","£800,000",Terraced,3.0,2.0,Ask agent
"Royal Mint Street, Tower Hill, E1","£800,000",Apartment,2.0,1.0,Ask agent
"St. Dunstans Avenue, London, W3","£800,000",Semi-Detached,3.0,1.0,Ask agent
"Burghill Road, Sydenham","£800,000",Semi-Detached,4.0,3.0,Ask agent
"Haycroft Road, Clapham","£800,000",Flat,3.0,1.0,Ask agent
"Goldhurst Terrace, London, NW6","£800,000",Ground Flat,2.0,2.0,Ask agent
"Burntwood Lane, London, SW17 0AJ","£800,000",Maisonette,4.0,2.0,"1,257 sq ft"
"New Tannery Way, London, SE1","£800,000",Apartment,2.0,2.0,807 sq ft
"Blashford Street, Hither Green , London, SE13","£800,000",Terraced,5.0,2.0,Ask agent
"Waterfall Road, London","£800,000",Semi-Detached,3.0,2.0,Ask agent
"Sky Gardens, Nine Elms, London SW8","£800,000",Apartment,2.0,2.0,776 sq ft
"Avenue Road, London","£800,000",Semi-Detached,3.0,1.0,Ask agent
"Ranelagh Road, Willesden Junction, London NW10","£800,000",Terraced,3.0,1.0,Ask agent
"Furness Road, London, SW6","£800,000",End of Terrace,2.0,1.0,836 sq ft
"St. Anns Villas, London W11","£800,000",Flat,1.0,1.0,601 sq ft
"Overstone Road, London, W6","£800,000",Apartment,2.0,2.0,651 sq ft
"Lee High Road, Lewisham","£800,000",Terraced,5.0,3.0,Ask agent
"Tresco Road, Nunhead","£800,000",Terraced,2.0,1.0,Ask agent
"Greenwell Street, W1W, Fitzrovia, London, W1W","£800,000",Flat,3.0,1.0,850 sq ft
"Hollandbury House, The Brentford Project, TW8","£800,000",Apartment,2.0,2.0,Ask agent
"Bardsley Lane, Greenwich","£800,000",Apartment,3.0,2.0,Ask agent
"Beaufort Street, Chelsea","£800,000",Apartment,2.0,1.0,646 sq ft
"Sandycombe Road, Kew, Richmond, TW9","£800,000",Flat,3.0,3.0,"1,118 sq ft"
"Hollydale Road, London","£800,000",Terraced,5.0,2.0,Ask agent
"Moor Lane, Moorgate","£800,000",Flat,1.0,1.0,Ask agent
"Putney Bridge Road, Putney","£800,000",House,2.0,1.0,969 sq ft
"Telegraph Place, London","£800,000",Semi-Detached,4.0,1.0,968 sq ft
"Renaissance Square Apartments, Palladian Gardens, Chiswick, London, W4","£800,000",Apartment,2.0,2.0,Ask agent
"Champness Close, West Norwood","£800,000",Semi-Detached,3.0,2.0,Ask agent
"Westbourne Park Road, Westbourne Park, London","£800,000",Flat,3.0,1.0,875 sq ft
"George Street, London, W1H","£800,000",Apartment,1.0,1.0,546 sq ft
"Sussex Gardens, London, W2","£800,000",Apartment,2.0,1.0,500 sq ft
"Farnsworth Court, Greenwich, London, SE10","£800,000",Flat,2.0,2.0,"1,307 sq ft"
"Wandsworth Common West Side, SW18","£800,000",Apartment,2.0,1.0,Ask agent
"The Quadrangle, London","£800,000",Apartment,2.0,2.0,Ask agent
"Western Gateway, London, E16","£800,000",Duplex,2.0,2.0,"1,246 sq ft"
"Thames Quay, Chelsea Harbour, Chelsea, London, SW10","£800,000",Flat,1.0,1.0,693 sq ft
"Admirals Tower, 8 Dowells Street, Greenwich, London, SE10","£800,000",Apartment,3.0,2.0,873 sq ft
"Casella Road, New Cross","£800,000",Semi-Detached,3.0,2.0,Ask agent
"Cornwall Gardens, London, NW10","£800,000",Terraced,3.0,1.0,"1,282 sq ft"
"Shad Thames, Shad Thames","£800,000",Flat,2.0,2.0,Ask agent
"Shakespeare Road, Hanwell W7","£800,000",Detached Bungalow,2.0,1.0,"1,008 sq ft"
"25 Linstead Street, London, NW6 2HA","£800,000",Flat,3.0,2.0,"1,055 sq ft"
"Stiles West, Colliers Wood SW19","£800,000",Duplex,3.0,3.0,"1,122 sq ft"
"Manorway, Enfield","£800,000",Detached Bungalow,3.0,1.0,Ask agent
"Azof Street, London, SE10 0EF","£800,000",Terraced,3.0,2.0,994 sq ft
"The Limes Avenue, London","£800,000",Terraced,4.0,3.0,Ask agent
"Priory Road, South Hampstead","£800,000",Maisonette,2.0,1.0,Ask agent
"Berkeley House, Tottenham Lane, N8","£800,000",Flat,2.0,2.0,Ask agent
"Hoola, Tidal Basin Road, London","£800,000",Apartment,3.0,3.0,"1,197 sq ft"
"Cantwell house, 3-13 shipbuilding way, E13","£800,000",Apartment,4.0,3.0,Ask agent
"Millway, London","£800,000",Semi-Detached,3.0,1.0,"1,403 sq ft"
"Boatrace Court, 
69 Mortlake High Street, SW14","£800,000",Flat,2.0,2.0,"1,252 sq ft"
"Waverley Avenue, Whitton","£800,000",Semi-Detached,6.0,3.0,Ask agent
Wembley Park,"£800,000",Semi-Detached,5.0,3.0,Ask agent
"Belleville Road, Between the Commons, SW11","£800,000",Apartment,2.0,1.0,"1,026 sq ft"
"Palace View, 1 Lambeth High Street, London, SE1","£800,000",Apartment,1.0,1.0,Ask agent
"Kensington Gardens Square, London, W2","£800,000",Apartment,2.0,2.0,Ask agent
"Eastway, Hackney Wick, London, E9","£800,000",Terraced,3.0,1.0,975 sq ft
"The Highway, London, E1W","£800,000",Flat,2.0,2.0,Ask agent
"Callcott Road, Queen's Park, London, NW6","£800,000",Flat,2.0,1.0,842 sq ft
"Little Heath, Charlton","£800,000",Semi-Detached,4.0,2.0,Ask agent
"Crummock Gardens, Kingsbury, London, NW9","£800,000",Semi-Detached,5.0,4.0,Ask agent
"Westway, Shepherds Bush, London W12 7AP","£800,000",Terraced,4.0,3.0,Ask agent
"Russell Road, Holland Park, London, W14","£800,000",Flat,2.0,2.0,835 sq ft
"Damac Tower, Bondway, London, SW8","£800,000",Apartment,1.0,1.0,Ask agent
"Langford Close, London, W3","£800,000",End of Terrace,2.0,2.0,Ask agent
"West End Lane, West Hampstead","£800,000",Flat,2.0,2.0,Ask agent
"Clapham Common North Side, London, SW4 0AB","£800,000",Apartment,1.0,2.0,"1,142 sq ft"
"Brent Cross Town, 145 Claremont Road, London, NW2","£800,000",Apartment,2.0,2.0,840 sq ft
"Wandsworth Bridge Road, Peterborough Estate, London, SW6","£800,000",Flat,3.0,2.0,"1,396 sq ft"
"Aubert Park, London, N5","£800,000",Apartment,2.0,1.0,Ask agent
"Sloane Street, London","£800,000",Flat,1.0,1.0,508 sq ft
"Sebert Road, London, E7","£800,000",Semi-Detached,3.0,2.0,"1,302 sq ft"
"Palmerston House, 
126 Westminster Bridge Road, SE1","£800,000",Flat,2.0,2.0,816 sq ft
"Rosewood Building, Cremer Street, Shoreditch, E2","£800,000",Apartment,2.0,1.0,702 sq ft
"Eastbrook Road, Blackheath, SE3","£800,000",Semi-Detached,3.0,1.0,Ask agent
"Haslemere Road, Crouch End","£800,000",Flat,2.0,2.0,Ask agent
"Leahurst Road, Hither Green","£800,000",Terraced,4.0,2.0,Ask agent
"Colworth Road, London","£800,000",Terraced,4.0,2.0,Ask agent
"Fryent Way, Kingsbury, London, NW9","£800,000",Semi-Detached,5.0,2.0,Ask agent
"Gibbon Road, Nunhead, SE15","£800,000",End of Terrace,6.0,2.0,"1,309 sq ft"
"Elm Park, Brixton Hill, SW2","£800,000",Terraced,3.0,1.0,990 sq ft
"Cambridge Street, 
Pimlico, SW1V","£800,000",Flat,2.0,2.0,Ask agent
"Westbourne Park Road, London, W2","£800,000",Maisonette,3.0,1.0,905 sq ft
"The Green, North Chingford E4","£800,000",Terraced,3.0,1.0,Ask agent
"The Mall, Ealing","£800,000",Apartment,2.0,2.0,Ask agent
"Ferry Road, Twickenham, TW1","£800,000",Terraced,2.0,1.0,735 sq ft
"Lexham House, Lexham Gardens, London, W8","£800,000",Apartment,2.0,1.0,779 sq ft
"Westbourne Park Road, Notting Hill, London, W2","£800,000",Flat,3.0,1.0,955 sq ft
"Southern Row, Ladbroke Grove, London, W10","£800,000",Flat,2.0,2.0,958 sq ft
"Lurline Gardens, Battersea","£800,000",Flat,2.0,2.0,Ask agent
"Annandale House,  West Heath Avenue, Golders Green, NW11 7QY","£800,000",Ground Flat,3.0,2.0,"1,127 sq ft"
"Farnsworth Court, West Parkside, Greenwich, London, SE10","£800,000",Penthouse,2.0,2.0,"1,276 sq ft"
"Lea Bridge Road, Leyton, E10","£800,000",End of Terrace,8.0,,"2,023 sq ft"
"Elderfield Place, Tooting","£800,000",Terraced,4.0,2.0,Ask agent
"Wentworth Park, London,, N3","£800,000",Apartment,2.0,1.0,Ask agent
"Alie Street, Aldgate, London, E1","£800,000",Flat,2.0,2.0,877 sq ft
"Ferry Road, Twickenham","£800,000",House,2.0,1.0,Ask agent
"Mountgrove Road, London, N5","£800,000",Flat,3.0,1.0,Ask agent
"Kew Bridge Road, Brentford, TW8","£800,000",Apartment,2.0,2.0,"1,119 sq ft"
"Abbots House, Holland Park, London, W14","£800,000",Flat,2.0,2.0,897 sq ft
"New Row, Covent Garden, London, WC2N","£800,000",Flat,1.0,1.0,575 sq ft
"Gladys Road, West Hampstead NW6","£800,000",Flat,2.0,1.0,856 sq ft
"Aldren Road, Earlsfield","£800,000",House,3.0,1.0,Ask agent
"Betterton Street, Covent Garden, London","£800,000",Flat,1.0,1.0,Ask agent
"Russell Road, Kensington, London, W14","£800,000",Flat,2.0,2.0,956 sq ft
Whittle Road,"£800,000",House,3.0,3.0,"1,141 sq ft"
"St Vincents Lane, Mill Hill, London, NW7","£800,000",Apartment,2.0,1.0,Ask agent
"Cochrane Street, St Johns Wood","£800,000",Flat,2.0,2.0,Ask agent
"Kidbrooke Village, Whittle Road, SE3","£800,000",Town House,4.0,3.0,Ask agent
"Shelgate Road, London, SW11","£800,000",Flat,2.0,1.0,912 sq ft
"Henty Walk, Putney, London, SW15","£800,000",End of Terrace,3.0,2.0,992 sq ft
"Harwood Road, London, SW6","£800,000",Apartment,3.0,2.0,998 sq ft
"Kirkstall Gardens, London, SW2","£800,000",Semi-Detached,3.0,1.0,Ask agent
"Putney Heath, London","£800,000",Apartment,3.0,1.0,"1,356 sq ft"
"White City Living, White City, W12","£800,000",Flat,1.0,1.0,591 sq ft
"Twenty Two, Wyvil Road, Nine Elms, London, SW8","£800,000",Apartment,3.0,3.0,Ask agent
"Riverlight Quay, London, SW11","£800,000",Apartment,2.0,2.0,Ask agent
"Cutters Lane, London, SE10","£800,000",Apartment,2.0,2.0,907 sq ft
"Strathearn Avenue, Whitton, Twickenham, TW2","£800,000",Semi-Detached,3.0,1.0,"1,098 sq ft"
"Macmillan Way, Tooting Bec","£800,000",Flat,3.0,2.0,Ask agent
"Salford Road, London, SW2","£800,000",Maisonette,3.0,1.0,Ask agent
"Sutherland Avenue, W9","£800,000",Flat,2.0,1.0,672 sq ft
"Forest Hill Road, East Dulwich, SE22","£800,000",Apartment,3.0,1.0,Ask agent
"Floral Street, Covent Garden, London, WC2E","£800,000",Flat,1.0,1.0,564 sq ft
"Danvers Avenue, 
Battersea, SW11","£800,000",Flat,2.0,2.0,826 sq ft
"Culverhouse Gardens, Streatham, SW16","£800,000",Semi-Detached,3.0,1.0,Ask agent
"Osnaburgh Street, Euston, London, NW1","£800,000",Flat,2.0,2.0,767 sq ft
"Morton Way, London","£800,000",House,4.0,2.0,"1,565 sq ft"
"Islington Square, London N1","£800,000",Apartment,1.0,1.0,560 sq ft
"Brockley Rise, Forest Hill","£800,000",Semi-Detached,3.0,2.0,Ask agent
"Mutrix Road, London, NW6","£800,000",Terraced,4.0,2.0,Ask agent
"Dinsmore Road, Balham","£800,000",Flat,3.0,2.0,Ask agent
"Ewer Street, Southwark","£800,000",Flat,2.0,2.0,Ask agent
"Barretts Grove, Stoke Newington, N16","£800,000",Terraced,3.0,1.0,910 sq ft
"Ramsden Road, 
Clapham South, SW12","£800,000",Detached,2.0,1.0,783 sq ft
"51 The Mall, London, W5","£800,000",Flat,2.0,1.0,774 sq ft
"The Quadrangle, London, W2","£800,000",Flat,2.0,2.0,"1,055 sq ft"
"Huxley Road, Leyton, E10","£800,000",House,5.0,1.0,"1,593 sq ft"
"Turner Close, Oval","£800,000",House,4.0,3.0,Ask agent
"Leighton Grove, London, NW5","£800,000",Apartment,3.0,1.0,Ask agent
"Ecclesbourne Gardens, London","£800,000",Semi-Detached,4.0,1.0,Ask agent
"City North Place, Finsbury Park, London, N4","£800,000",Flat,2.0,2.0,957 sq ft
"Saxon Drive, London","£800,000",Semi-Detached,3.0,2.0,Ask agent
"Lanson Building, 348 Queenstown Road, London, SW11","£800,000",,2.0,2.0,748 sq ft
"Balmoral House, One Tower Bridge, Earls Way, SE1","£800,000",Flat,1.0,1.0,495 sq ft
"Richmond Hill, Richmond, TW10.","£800,000",Flat,2.0,1.0,841 sq ft
"Clifton Gardens, Oakwood, Enfield","£800,000",Semi-Detached,4.0,2.0,"1,341 sq ft"
"Strutton Court, 
Great Peter Street, SW1P","£800,000",Flat,2.0,1.0,Ask agent
"Selkirk Road, London, SW17","£800,000",Terraced,3.0,2.0,Ask agent
"Boulevard Mansions, Elephant Park, Elephant & Castle, SE17","£800,000",Apartment,2.0,2.0,Ask agent
"Haydons Road, London, SW19","£800,000",End of Terrace,3.0,2.0,"1,275 sq ft"
"NEO Bankside, Holland Street, SE1","£800,000",Apartment,1.0,1.0,Ask agent
"Marathon House, 200 Marylebone Road, London, NW1","£800,000",Apartment,2.0,2.0,872 sq ft
"3 Merchant Square, London, W2","£800,000",Apartment,1.0,1.0,571 sq ft
"Merchant Court, Wapping Wall, London, E1W","£800,000",Flat,2.0,2.0,Ask agent
"Orde Hall Street, Bloomsbury","£800,000",Flat,3.0,1.0,Ask agent
"Asquith House, 1 Segrave Walk, West End Gate, London, W2","£800,000",Flat,1.0,1.0,538 sq ft
"Ellesmere Road, London, NW10","£800,000",Semi-Detached,5.0,2.0,"1,474 sq ft"
"Switch House East, Circus Road East, London, SW11","£800,000",Apartment,1.0,1.0,594 sq ft
"Blairderry Road, Streatham Hill, SW2","£800,000",Terraced,5.0,2.0,Ask agent
"Kings Head Hill, North Chingford E4","£800,000",End of Terrace,4.0,2.0,Ask agent
"Cavendish Road, Balham","£800,000",Maisonette,2.0,2.0,Ask agent
"Millman Street, Bloomsbury","£800,000",Flat,3.0,2.0,Ask agent
"Waterside, White City Living, London, W12","£800,000",Apartment,1.0,1.0,Ask agent
"Lightcliffe Road, Palmers Green, London, N13","£800,000",Terraced,4.0,2.0,Ask agent
"Dawson Street, London, E2","£800,000",Apartment,2.0,2.0,790 sq ft
"Inverness Terrace, Hyde Park","£800,000",Flat,2.0,1.0,Ask agent
"Balmoral Road, Leyton, London","£800,000",Terraced,4.0,1.0,Ask agent
"Ashbourne Grove, East Dulwich, London, SE22","£800,000",Apartment,2.0,1.0,Ask agent
"Ewer Street, London","£800,000",Apartment,2.0,2.0,815 sq ft
"44 Woodville Gardens, Ealing, W5","£800,000",Flat,3.0,1.0,Ask agent
"Lexham Gardens, London, W8","£800,000",Flat,1.0,1.0,576 sq ft
"Hammersmith Grove, London, W6","£800,000",Apartment,2.0,1.0,700 sq ft
"Etherley Road, London","£800,000",Terraced,3.0,2.0,Ask agent
"Ovington Square, London, SW3","£800,000",Apartment,1.0,1.0,Ask agent
"Deacon Street, Elephant & Castle, London, SE17","£840,000",Flat,2.0,2.0,861 sq ft
